Trace
Swept SA
A.08.55,N9000A
503 FSA ,01
Segment,0
Number of Points,1501
Sweep Time,0.001
Start Frequency,50000000
Stop Frequency,200000000
Average Count,0
Average Type,LogPower(Video)
RBW,1500000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold
Detector,Peak
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
50000000,-19.122700641353
50100000,-19.1218697390521
50200000,-19.1188340272175
50300000,-19.1371114742086
50400000,-19.1370155084189
50500000,-19.1427990347191
50600000,-19.150787370553
50700000,-19.1484865952296
50800000,-19.1630893596645
50900000,-19.1629933938749
51000000,-19.1628974280852
51100000,-19.170885763919
51200000,-19.1766692902192
51300000,-19.1920069911654
51400000,-19.1919110253757
51500000,-19.2006342977208
51600000,-19.2056828875097
51700000,-19.2085266677649
51800000,-19.2150451305764
51900000,-19.2178889108316
52000000,-19.2236724371318
52100000,-19.2235764713421
52200000,-19.2374442992658
52300000,-19.2351435239424
52400000,-19.2438667962875
52500000,-19.2437708304978
52600000,-19.249554356798
52700000,-19.2575426926319
52800000,-19.2758201396229
52900000,-19.2816036659231
53000000,-19.2844474461784
53100000,-19.2902309724785
53200000,-19.2901350066888
53300000,-19.295918532989
53400000,-19.307581551379
53500000,-19.3067506490781
53600000,-19.3250280960692
53700000,-19.3205225112121
53800000,-19.3160169263551
53900000,-19.3511979131044
54000000,-19.3481622012699
54100000,-19.3392469973454
54200000,-19.3538497617803
54300000,-19.3684525262153
54400000,-19.3676216239144
54500000,-19.3800195788156
54600000,-19.3740441209361
54700000,-19.3739481551464
54800000,-19.3973701577161
54900000,-19.3972741919264
55000000,-19.4118769563614
55100000,-19.4117809905717
55200000,-19.4219741359392
55300000,-19.4145288050373
55400000,-19.4430953631856
55500000,-19.4407945878622
55600000,-19.4377588760276
55700000,-19.4553013865075
55800000,-19.4669644048974
55900000,-19.4668684391078
56000000,-19.469712219363
56100000,-19.4777005551969
56200000,-19.4900985100981
56300000,-19.4958820363983
56400000,-19.4987258166535
56500000,-19.4978949143526
56600000,-19.5220518534335
56700000,-19.5293052527562
56800000,-19.5189201758093
56900000,-19.5188242100196
57000000,-19.5473907681679
57100000,-19.5524393579569
57200000,-19.5479337730998
57300000,-19.5684160296245
57400000,-19.56538031779
57500000,-19.5792481457137
57600000,-19.5769473703903
57700000,-19.5915501348252
57800000,-19.5936589785693
57900000,-19.6170809811389
58000000,-19.6118404597707
58100000,-19.6168890495596
58200000,-19.6175280202811
58300000,-19.6262512926262
58400000,-19.6408540570612
58500000,-19.6319388531367
58600000,-19.6494813636166
58700000,-19.6640841280515
58800000,-19.6669279083067
58900000,-19.6756511806518
59000000,-19.6726154688172
59100000,-19.6813387411623
59200000,-19.6959415055972
59300000,-19.7193635081669
59400000,-19.7192675423773
59500000,-19.7221113226325
59600000,-19.7367140870674
59700000,-19.7476421689462
59800000,-19.739461901533
59900000,-19.7481851738781
60000000,-19.7620530018018
60100000,-19.7685714646132
60200000,-19.7714152448685
60300000,-19.7801385172135
60400000,-19.7829822974688
60500000,-19.8005248079486
60600000,-19.8180673184285
60700000,-19.8062123684591
60800000,-19.8178753868491
60900000,-19.8368877703514
61000000,-19.8323821854944
61100000,-19.8352259657496
61200000,-19.8490937936733
61300000,-19.8607568120633
61400000,-19.8790342590544
61500000,-19.8870225948883
61600000,-19.8847218195649
61700000,-19.8905053458651
61800000,-19.9073129198337
61900000,-19.9079518905553
62000000,-19.9107956708105
62100000,-19.9268683082679
62200000,-19.916483231321
62300000,-19.9597485196939
62400000,-19.9574477443705
62500000,-19.9455927944012
62600000,-19.9543160667463
62700000,-19.9630393390913
62800000,-19.9747023574814
62900000,-19.9922448679612
63000000,-20.0009681403063
63100000,-20.0177757142749
63200000,-20.0118002563954
63300000,-20.0293427668753
63400000,-20.0299817375968
