Trace
Swept SA
A.08.55,N9000A
503 FSA ,01
Segment,0
Number of Points,1501
Sweep Time,0.001
Start Frequency,50000000
Stop Frequency,200000000
Average Count,0
Average Type,LogPower(Video)
RBW,1500000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold
Detector,Peak
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
50000000,-19.0622944534258
50100000,-19.0629334406269
50200000,-19.0834157136311
50300000,-19.0980184945455
50400000,-19.1001273547691
50500000,-19.0978265959252
50600000,-19.1124293768396
50700000,-19.1086587449732
50800000,-19.1533939228481
50900000,-19.1378643068021
51000000,-19.1326238019133
51100000,-19.1501663288727
51200000,-19.1471306335175
51300000,-19.1676129065218
51400000,-19.1704567032565
51500000,-19.1703607539464
51600000,-19.1790840427709
51700000,-19.2054458078651
51800000,-19.199470366465
51900000,-19.1964346711099
52000000,-19.2139771980693
52100000,-19.2396040266521
52200000,-19.2255442836286
52300000,-19.2283880803633
52400000,-19.2429908612777
52500000,-19.2752321184617
52600000,-19.2538230103258
52700000,-19.248582505437
52800000,-19.2543660482167
52900000,-19.2866073054007
53000000,-19.3063546418937
53100000,-19.2944997084038
53200000,-19.289259203515
53300000,-19.3097414765193
53400000,-19.3566814639278
53500000,-19.3330675462583
53600000,-19.3234174223021
53700000,-19.3416948857727
53800000,-19.3408639999513
53900000,-19.3650209555117
54000000,-19.3531660220218
54100000,-19.3560098187565
54200000,-19.367672853626
54300000,-19.3888900631415
54400000,-19.3755652566292
54500000,-19.3931077835885
54600000,-19.4084455010142
54700000,-19.4289277740185
54800000,-19.4288318247083
54900000,-19.4338804309767
55000000,-19.4315796721329
55100000,-19.4755799134965
55200000,-19.4629900434954
55300000,-19.4606892846515
55400000,-19.4694125734761
55500000,-19.4722563702108
55600000,-19.4978831987937
55700000,-19.4955824399498
55800000,-19.5101852208642
55900000,-19.5100892715541
56000000,-19.5364510366482
56100000,-19.5326804047818
56200000,-19.5333193919829
56300000,-19.5420426808075
56400000,-19.5831031761262
56500000,-19.5815373537936
56600000,-19.5615981186801
56700000,-19.5828153281956
56800000,-19.5856591249304
56900000,-19.620105191648
57000000,-19.6023707660683
57100000,-19.6059494993143
57200000,-19.608793296049
57300000,-19.6432393627667
57400000,-19.6379988578778
57500000,-19.651866702281
57600000,-19.6495659434372
57700000,-19.7053251689805
57800000,-19.6831811243334
57900000,-19.672796063866
58000000,-19.6932783368703
58100000,-19.7078811177847
58200000,-19.7342428828788
58300000,-19.7341469335686
58400000,-19.7340509842584
58500000,-19.742774273083
58600000,-19.7537023714413
58700000,-19.7514016125974
58800000,-19.7711489490904
58900000,-19.7864866665161
59000000,-19.8187279237
59100000,-19.796583879053
59200000,-19.7884036281192
59300000,-19.8177051392583
59400000,-19.8389223487738
59500000,-19.849850447132
59600000,-19.8468147517769
59700000,-19.8415742468881
59800000,-19.8591167738475
59900000,-19.8847436024304
60000000,-19.8765633514966
60100000,-19.8823468942763
60200000,-19.9145881514602
60300000,-19.9409499165543
60400000,-19.9349744751543
60500000,-19.9378182718891
60600000,-19.9546258623372
60700000,-19.9611443416281
60800000,-19.9845663606772
60900000,-19.9785909192772
61000000,-19.9843744620569
61100000,-19.9960374969264
61200000,-20.0253390080654
61300000,-20.0252430587552
61400000,-20.0244121729338
61500000,-20.019171668045
61600000,-20.0690514014985
61700000,-20.0718951982332
61800000,-20.0681245663669
61900000,-20.0628840614781
62000000,-20.0855711440161
62100000,-20.0832703851722
62200000,-20.1066924042214
62300000,-20.1271746772256
62400000,-20.1270787279155
62500000,-20.1475610009197
62600000,-20.1533445436994
62700000,-20.1672123881026
62800000,-20.1619718832138
62900000,-20.1846589657518
63000000,-20.1852979529528
63100000,-20.2028404799121
63200000,-20.2424311022084
63300000,-20.229106295696
63400000,-20.2407693305656
