Trace
Swept SA
A.08.55,N9000A
503 FSA ,01
Segment,0
Number of Points,1501
Sweep Time,0.001
Start Frequency,50000000
Stop Frequency,200000000
Average Count,0
Average Type,LogPower(Video)
RBW,1500000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold
Detector,Peak
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
50000000,-19.0229274379351
50100000,-19.0198919623065
50200000,-19.0256757248127
50300000,-19.031459487319
50400000,-19.0313637577354
50500000,-19.0400872662865
50600000,-19.0392566001917
50700000,-19.0509198547877
50800000,-19.063318045895
50900000,-19.0624873798001
51000000,-19.0807650629973
51100000,-19.0806693334137
51200000,-19.0886579054536
51300000,-19.0863573663363
51400000,-19.0972856844211
51500000,-19.1089489390172
51600000,-19.1066483998998
51700000,-19.1212514005408
51800000,-19.129974909092
51900000,-19.1328189255533
52000000,-19.1327231959697
52100000,-19.1458563235882
52200000,-19.1413509749372
52300000,-19.1530142295332
52400000,-19.1587979920395
52500000,-19.1704612466355
52600000,-19.1813895647204
52700000,-19.179089025603
52800000,-19.1995715183339
52900000,-19.2053552808401
53000000,-19.2045246147452
53100000,-19.2051638216728
53200000,-19.2160921397577
53300000,-19.2196710927302
53400000,-19.2166356171017
53500000,-19.2371181098325
53600000,-19.2517211104735
53700000,-19.2486856348449
53800000,-19.250794714795
53900000,-19.2631929059023
54000000,-19.2594224937625
54100000,-19.2857844785832
54200000,-19.280544193421
54300000,-19.3010266861518
54400000,-19.306810448658
54500000,-19.3155339572092
54600000,-19.3147032911143
54700000,-19.3263665457104
54800000,-19.3211262605481
54900000,-19.3342593881667
55000000,-19.3297540395157
55100000,-19.3531762782914
55200000,-19.3589600407976
55300000,-19.3647438033038
55400000,-19.3727323753438
55500000,-19.3733715822714
55600000,-19.3820950908225
55700000,-19.3989029009972
55800000,-19.4054216000146
55900000,-19.4141451085658
56000000,-19.4162541885159
56100000,-19.4139536493986
56200000,-19.4344361421294
56300000,-19.4453644602142
56400000,-19.4511482227204
56500000,-19.4650162868502
56600000,-19.4516917000644
56700000,-19.4743790023289
56800000,-19.4720784632116
56900000,-19.4808019717628
57000000,-19.4895254803139
57100000,-19.5033935444437
57200000,-19.5099122434611
57300000,-19.5156960059673
57400000,-19.5126605303388
57500000,-19.5390225151595
57600000,-19.5470110871994
57700000,-19.547650294127
57800000,-19.5593135487231
57900000,-19.5592178191394
58000000,-19.5738208197804
58100000,-19.5707853441519
58200000,-19.5736293606132
58300000,-19.6021961549675
58400000,-19.608714853985
58500000,-19.6115588704463
58600000,-19.6320413631771
58700000,-19.6290058875486
58800000,-19.6436088881896
58900000,-19.6523323967407
59000000,-19.6581161592469
59100000,-19.6638999217531
59200000,-19.6667439382144
59300000,-19.6806120023442
59400000,-19.6746367806707
59500000,-19.6752759875983
59600000,-19.6986982263741
59700000,-19.7133012270151
59800000,-19.7161452434764
59900000,-19.7307482441174
60000000,-19.7394717526685
60100000,-19.7393760230849
60200000,-19.7422200395462
60300000,-19.7502086115861
60400000,-19.7655465487383
60500000,-19.7713303112445
60600000,-19.7947525500203
60700000,-19.7887773283468
60800000,-19.8004405829429
60900000,-19.8025496628929
61000000,-19.8296465842249
61100000,-19.8295508546412
61200000,-19.8522381569058
61300000,-19.8440581256986
61400000,-19.8527816342497
61500000,-19.8703243809357
61600000,-19.8790478894868
61700000,-19.8907111440829
61800000,-19.899434652634
61900000,-19.8993389230504
62000000,-19.8992431934668
62100000,-19.9020872099281
62200000,-19.919629956614
62300000,-19.9298233381876
62400000,-19.9253179895365
62500000,-19.9480052918011
62600000,-19.9596685463971
62700000,-19.9750064835494
62800000,-19.9859348016342
62900000,-19.9836342625169
63000000,-20.0070565012926
63100000,-20.0099005177539
63200000,-20.0245035183949
63300000,-20.026612598345
63400000,-20.0176976306266
