Trace
Swept SA
A.08.55,N9000A
503 FSA ,01
Segment,0
Number of Points,1501
Sweep Time,0.001
Start Frequency,50000000
Stop Frequency,200000000
Average Count,0
Average Type,LogPower(Video)
RBW,1500000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold
Detector,Peak
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
50000000,-19.0445145831499
50100000,-19.0407439677631
50200000,-19.0590214477131
50300000,-19.0589255148824
50400000,-19.0551548994956
50500000,-19.0528541571312
50600000,-19.0821556847497
50700000,-19.0820597519191
50800000,-19.0812288825771
50900000,-19.0759883941678
51000000,-19.119988652011
51100000,-19.1103385445343
51200000,-19.105098056125
51300000,-19.104267186783
51400000,-19.115930238132
51500000,-19.127593289481
51600000,-19.1223528010717
51700000,-19.1251966142859
51800000,-19.1486186498146
51900000,-19.1507275265176
52000000,-19.1454870381083
52100000,-19.1600898355023
52200000,-19.1746926328962
52300000,-19.2069339065596
52400000,-19.1789103863021
52500000,-19.1744048344041
52600000,-19.2037063620226
52700000,-19.2036104291919
52800000,-19.2086590519398
52900000,-19.2063583095755
53000000,-19.2143466783683
53100000,-19.2149856820488
53200000,-19.2442872096673
53300000,-19.2412515307917
53400000,-19.2492398995846
53500000,-19.25281864931
53600000,-19.2850599229735
53700000,-19.2673255138733
53800000,-19.2642898349976
53900000,-19.2722782037905
54000000,-19.2692425249149
54100000,-19.3044235446232
54200000,-19.2991830562139
54300000,-19.2990871233832
54400000,-19.3019309365975
54500000,-19.3363770197946
54600000,-19.3245221027842
54700000,-19.3427995827343
54800000,-19.3456433959485
54900000,-19.3867039077467
55000000,-19.3660297526016
55100000,-19.3718133118607
55200000,-19.3768619346087
55300000,-19.3804406843341
55400000,-19.3935736087056
55500000,-19.3831885647177
55600000,-19.3764782032859
55700000,-19.4057797309044
55800000,-19.4233222743432
55900000,-19.415142039889
56000000,-19.4326845833279
56100000,-19.4237694123624
56200000,-19.4765889083403
56300000,-19.4639990548187
56400000,-19.4616983124543
56500000,-19.4616023796236
56600000,-19.4578317642368
56700000,-19.498892276035
56800000,-19.4877722955359
56900000,-19.5023750929298
57000000,-19.5110983982338
57100000,-19.5279060051614
57200000,-19.525605262797
57300000,-19.5335936315899
57400000,-19.5312928892255
57500000,-19.5841123852034
57600000,-19.5568238014572
57700000,-19.5545230590928
57800000,-19.5654511739306
57900000,-19.5778491617908
58000000,-19.6159699275441
58100000,-19.5952957723989
58200000,-19.5863806014335
58300000,-19.6186218750969
58400000,-19.6354294820245
58500000,-19.6243095015254
58600000,-19.6271533147396
58700000,-19.6446958581785
58800000,-19.6769371318419
58900000,-19.6614075322754
59000000,-19.659106789911
59100000,-19.6648903491701
59200000,-19.6669992258731
59300000,-19.7205536583623
59400000,-19.7050240587957
59500000,-19.6997835703864
59600000,-19.7195309233589
59700000,-19.7311939747079
59800000,-19.7259534862986
59900000,-19.7434960297375
60000000,-19.7404603508619
60100000,-19.7962195928847
60200000,-19.7755454377395
60300000,-19.7783892509538
60400000,-19.781233064168
60500000,-19.783341940871
60600000,-19.8163181510457
60700000,-19.81328247217
60800000,-19.8131865393394
60900000,-19.8219098446434
61000000,-19.8445969436609
61100000,-19.8422962012965
61200000,-19.8422002684658
61300000,-19.8597428119047
61400000,-19.9037430697478
61500000,-19.8823339780914
61600000,-19.8822380452607
61700000,-19.891696287076
61800000,-19.9209978146945
61900000,-19.915022389774
62000000,-19.9149264569433
62100000,-19.9405533020057
62200000,-19.9382525596413
62300000,-19.9499156109903
62400000,-19.9527594242045
62500000,-19.9556032374187
62600000,-19.9819650189924
62700000,-20.0200857847457
62800000,-19.9898574549545
62900000,-19.9875567125901
63000000,-20.0109787481188
63100000,-20.0130876248218
63200000,-20.0365096603505
63300000,-20.0312691719412
63400000,-20.0458719693351
