Trace
Swept SA
A.08.55,N9000A
503 FSA ,01
Segment,0
Number of Points,1501
Sweep Time,0.001
Start Frequency,50000000
Stop Frequency,200000000
Average Count,0
Average Type,LogPower(Video)
RBW,1500000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold
Detector,Peak
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
50000000,-19.2911321331988
50100000,-19.2903014725971
50200000,-19.3173983994221
50300000,-19.3231821674215
50400000,-19.3370502370444
50500000,-19.336954512954
50600000,-19.3346539793298
50700000,-19.3463172394191
50800000,-19.3631250550869
50900000,-19.3549450293729
51000000,-19.3548493052824
51100000,-19.3576933272369
51200000,-19.4046335398652
51300000,-19.39571857764
51400000,-19.3985625995944
51500000,-19.4072861136387
51600000,-19.4071903895483
51700000,-19.4210584591712
51800000,-19.4069989413674
51900000,-19.4098429633218
52000000,-19.4215062234111
52100000,-19.4772656741741
52200000,-19.4404231245221
52300000,-19.438122590898
52400000,-19.4652195177231
52500000,-19.4710032857224
52600000,-19.4819316093004
52700000,-19.4825708217212
52800000,-19.5059930659901
52900000,-19.5088370879446
53000000,-19.5227051575675
53100000,-19.5204046239434
53200000,-19.5225137093866
53300000,-19.5407913980769
53400000,-19.5575992137447
53500000,-19.5516239975644
53600000,-19.56108244812
53700000,-19.5521674858947
53800000,-19.6049871906129
53900000,-19.5931324823427
54000000,-19.5930367582523
54100000,-19.6076397643864
54200000,-19.6104837863409
54300000,-19.625086792475
54400000,-19.6220513223397
54500000,-19.630774836384
54600000,-19.6394983504283
54700000,-19.6834988170116
54800000,-19.6767886643201
54900000,-19.6678737020949
55000000,-19.6861513907852
55100000,-19.6970797143632
55200000,-19.6933093077166
55300000,-19.6851292820026
55400000,-19.7181057009175
55500000,-19.7297689610067
55600000,-19.7443719671409
55700000,-19.7442762430504
55800000,-19.7471202650049
55900000,-19.7492293504481
56000000,-19.7733865312282
56100000,-19.7732908071378
56200000,-19.778339638626
56300000,-19.7789788510467
56400000,-19.8376780478547
56500000,-19.8103896728487
56600000,-19.8014747106235
56700000,-19.8182825262913
56800000,-19.8108374370886
56900000,-19.8607173957618
57000000,-19.8606216716713
57100000,-19.8597910110696
57200000,-19.865574779069
57300000,-19.9014909440288
57400000,-19.8984554738935
57500000,-19.8954200037581
57600000,-19.9004688352463
57700000,-19.8952285555772
57800000,-19.9296748475146
57900000,-19.9273743138904
58000000,-19.9302183358449
58100000,-19.9293876752432
58200000,-19.9741230783378
58300000,-19.9703526716912
58400000,-19.968052138067
58500000,-19.9767756521113
58600000,-20.0112219440487
58700000,-20.0118611564695
58800000,-19.9970667021544
58900000,-20.022693755957
59000000,-20.0586099209168
59100000,-20.0496949586916
59200000,-20.0429848060001
59300000,-20.0642022407353
59400000,-20.0788052468695
59500000,-20.1022274911384
59600000,-20.0925775924019
59700000,-20.0954216143564
59800000,-20.1225185411815
59900000,-20.1334468647595
60000000,-20.1274716485792
60100000,-20.1516288293593
60200000,-20.1515331052688
60300000,-20.1955335718522
60400000,-20.1741246889361
60500000,-20.168884409267
60600000,-20.1981861456257
60700000,-20.1980904215353
60800000,-20.2185729197593
60900000,-20.2184771956688
61000000,-20.2272007097131
61100000,-20.2300447316676
61200000,-20.271105452206
61300000,-20.256310997891
61400000,-20.2591550198454
61500000,-20.2737580259796
61600000,-20.317758492563
61700000,-20.3081085938265
61800000,-20.3087478062473
61900000,-20.3255556219151
62000000,-20.323255088291
62100000,-20.3635808723182
62200000,-20.3524611005593
62300000,-20.3641243606485
62400000,-20.3846068588725
62500000,-20.3933303729168
62600000,-20.3932346488263
62700000,-20.4107774010054
62800000,-20.410681676915
62900000,-20.4605616355882
63000000,-20.4398876891833
63100000,-20.4397919650928
63200000,-20.4565997807607
63300000,-20.4689979773611
63400000,-20.4946250311637
