Trace
Swept SA
A.08.55,N9000A
503 FSA ,01
Segment,0
Number of Points,1501
Sweep Time,0.001
Start Frequency,50000000
Stop Frequency,200000000
Average Count,0
Average Type,LogPower(Video)
RBW,1500000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold
Detector,Peak
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
50000000,-18.9027277694414
50100000,-18.9033669379169
50200000,-18.9150301540608
50300000,-18.9141994495138
50400000,-18.9177783640342
50500000,-18.9257668976219
50600000,-18.9374301137659
50700000,-18.9321897901515
50800000,-18.9350337681606
50900000,-18.9437572382596
51000000,-18.9466012162688
51100000,-18.9612041784576
51200000,-18.9603734739106
51300000,-18.963952388431
51400000,-18.9785553506198
51500000,-18.9865438842076
51600000,-18.9842433066381
51700000,-18.989292094181
51800000,-18.9921360721901
51900000,-18.9957149867105
52000000,-18.9956192186747
52100000,-19.0161016729534
52200000,-19.0160059049176
52300000,-19.0600063275557
52400000,-19.0356576546493
52500000,-19.0333570770798
52600000,-19.0391408011339
52700000,-19.0361052870533
52800000,-19.0646720429555
52900000,-19.062371465386
53000000,-19.0681551894401
53100000,-19.0651196753594
53200000,-19.0797226375482
53300000,-19.0796268695124
53400000,-19.0993743872799
53500000,-19.0970738097104
53600000,-19.1381344863036
53700000,-19.1137858133972
53800000,-19.1056057437379
53900000,-19.1231484519716
54000000,-19.1230526839359
54100000,-19.1339809635686
54200000,-19.1287406399542
54300000,-19.1315846179633
54400000,-19.1550068182869
54500000,-19.1725495265207
54600000,-19.1687790759288
54700000,-19.1723579904491
54800000,-19.1722622224134
54900000,-19.1868651846022
55000000,-19.1985284007461
55100000,-19.1925531406205
55200000,-19.2034814202532
55300000,-19.2041205887286
55400000,-19.2209283604512
55500000,-19.2274470210165
55600000,-19.2295560625144
55700000,-19.2360747230797
55800000,-19.2352440185327
55900000,-19.2358831870082
56000000,-19.250486149197
56100000,-19.259209619296
56200000,-19.267933089395
56300000,-19.2707770674041
56400000,-19.2817053470368
56500000,-19.2955733727144
56600000,-19.293272795145
56700000,-19.3218395510472
56800000,-19.3143944178991
56900000,-19.3084191577735
57000000,-19.337720850187
57100000,-19.3552635584207
57200000,-19.35222804434
57300000,-19.3491925302593
57400000,-19.3579160003583
57500000,-19.3901574388167
57600000,-19.37756775009
57700000,-19.3752671725205
57800000,-19.3928098807543
57900000,-19.4044730968982
58000000,-19.4065821383961
58100000,-19.4013418147817
58200000,-19.4130050309257
58300000,-19.4305477391594
58400000,-19.4355965267023
58500000,-19.4332959491328
58600000,-19.4390796731869
58700000,-19.4558874449094
58800000,-19.4918035659239
58900000,-19.4770090676636
59000000,-19.4739735535828
59100000,-19.4819620871706
59200000,-19.4914204937809
59300000,-19.4876500431889
59400000,-19.5118071800238
59500000,-19.5139162215217
59600000,-19.510880707441
59700000,-19.5262186061411
59800000,-19.5320023301951
59900000,-19.5546895940075
60000000,-19.5465095243482
60100000,-19.5544980579359
60200000,-19.5492577343216
60300000,-19.5726799346452
60400000,-19.5784636586993
60500000,-19.5783678906635
60600000,-19.5929708528523
60700000,-19.6046340689962
60800000,-19.6074780470054
60900000,-19.6073822789696
61000000,-19.6219852411585
61100000,-19.6218894731227
61200000,-19.6159142129971
61300000,-19.6415412228543
61400000,-19.6627586136443
61500000,-19.6714820837433
61600000,-19.6677116331513
61700000,-19.6654110555819
61800000,-19.6858935098606
61900000,-19.7122554562291
62000000,-19.7026055135473
62100000,-19.6966302534217
62200000,-19.7207873902565
62300000,-19.7295108603555
62400000,-19.7294150923198
62500000,-19.7410783084637
62600000,-19.7556812706525
62700000,-19.7673444867964
62800000,-19.7672487187607
62900000,-19.7759721888597
63000000,-19.7810209764025
63100000,-19.778720398833
63200000,-19.8050823452016
63300000,-19.8101311327444
63400000,-19.80489080913
