Trace
Swept SA
A.08.55,N9000A
503 FSA ,01
Segment,0
Number of Points,1501
Sweep Time,0.001
Start Frequency,50000000
Stop Frequency,200000000
Average Count,0
Average Type,LogPower(Video)
RBW,1500000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold
Detector,Peak
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
50000000,-19.1445602113482
50100000,-19.1393197119525
50200000,-19.1517176888264
50300000,-19.1545614910543
50400000,-19.1713690869956
50500000,-19.1653936510887
50600000,-19.1748518819177
50700000,-19.1806354301905
50800000,-19.1952382165981
50900000,-19.2032265744046
51000000,-19.2038655670989
51100000,-19.2125888614166
51200000,-19.2271916478242
51300000,-19.2388546881868
51400000,-19.2416984904147
51500000,-19.2504217847325
51600000,-19.2532655869604
51700000,-19.2730129289466
51800000,-19.2670374930397
51900000,-19.2757607873575
52000000,-19.2822792721415
52100000,-19.2821833283245
52200000,-19.2931114321759
52300000,-19.3025696630049
52400000,-19.3054134652328
52500000,-19.3134018230393
52600000,-19.3140408157335
52700000,-19.3257038560962
52800000,-19.3491258806386
52900000,-19.3490299368215
53000000,-19.3665724692741
53100000,-19.366476525457
53200000,-19.3751998197748
53300000,-19.3956820982722
53400000,-19.3999957735226
53500000,-19.3837312264585
53600000,-19.4240567907591
53700000,-19.4239608469421
53800000,-19.4216600935914
53900000,-19.4274436418642
54000000,-19.4302874440921
54100000,-19.4676732623478
54200000,-19.4646375724859
54300000,-19.468216311225
54400000,-19.468120367408
54500000,-19.5003616300851
54600000,-19.506145178358
54700000,-19.5148684726757
54800000,-19.5177122749036
54900000,-19.5617125217604
55000000,-19.5403034191177
55100000,-19.5350629197221
55200000,-19.5437862140398
55300000,-19.5525095083576
55400000,-19.5751965963887
55500000,-19.572895843038
55600000,-19.5816191373557
55700000,-19.5874026856286
55800000,-19.6012705355249
55900000,-19.6019095282191
56000000,-19.6216568702053
56100000,-19.6156814342985
56200000,-19.6486576334868
56300000,-19.6448870071136
56400000,-19.6616946030549
56500000,-19.6601287862154
56600000,-19.6739966361118
56700000,-19.6775753748509
56800000,-19.6862986691686
56900000,-19.7089857571998
57000000,-19.7037452578042
57100000,-19.699974631431
57200000,-19.7358905766642
57300000,-19.7379994423809
57400000,-19.7290842604291
57500000,-19.7561809675276
57600000,-19.7612295792892
57700000,-19.7883262863877
57800000,-19.7852905965258
57900000,-19.8028331289783
58000000,-19.8144961693409
58100000,-19.8202797176138
58200000,-19.8290030119315
58300000,-19.8311118776482
58400000,-19.8493893466119
58500000,-19.8397392281489
58600000,-19.8638961892025
58700000,-19.8784989756101
58800000,-19.8931017620177
58900000,-19.8871263261108
59000000,-19.8929098743836
59100000,-19.9133921528811
59200000,-19.9243202567325
59300000,-19.9352483605839
59400000,-19.9307427976996
59500000,-19.9563696317756
59600000,-19.9650929260933
59700000,-19.9819005220346
59800000,-19.976660022639
59900000,-19.9890579995129
60000000,-20.0154197701001
60100000,-20.0241430644179
60200000,-20.0240471206009
60300000,-20.0415896530534
60400000,-20.053252693416
60500000,-20.0583013051776
60600000,-20.0824582662312
60700000,-20.0882418145041
60800000,-20.1028446009116
60900000,-20.1115678952294
61000000,-20.1460139674402
61100000,-20.1378337219996
61200000,-20.1318582860928
61300000,-20.1398466438993
61400000,-20.1816420812224
61500000,-20.1756666453155
61600000,-20.1755707014985
61700000,-20.1953180434847
61800000,-20.1981618457126
61900000,-20.2304031083897
62000000,-20.2222228629492
62100000,-20.2478496970252
62200000,-20.2396694515847
62300000,-20.2689709682169
62400000,-20.2718147704447
62500000,-20.2717188266277
62600000,-20.3010203432599
62700000,-20.3237074312911
62800000,-20.3184669318954
62900000,-20.3352745278367
63000000,-20.3322388379748
63100000,-20.3710945292529
63200000,-20.3849623791493
63300000,-20.3826616257986
63400000,-20.3972644122062
