Trace
Swept SA
A.08.55,N9000A
503 FSA ,01
Segment,0
Number of Points,1501
Sweep Time,0.001
Start Frequency,50000000
Stop Frequency,200000000
Average Count,0
Average Type,LogPower(Video)
RBW,1500000
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,50000000
Sweep Type,Swept
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Fast
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,10
Ref Level Offset,0
External Gain,0
Trace Type,Maxhold
Detector,Peak
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
50000000,-19.2209936085161
50100000,-19.2157531091205
50200000,-19.2340305780842
50300000,-19.2361394438009
50400000,-19.2308989444053
50500000,-19.2241885719872
50600000,-19.2365865488611
50700000,-19.2453098431788
50800000,-19.2599126295864
50900000,-19.2737804794828
51000000,-19.2736845356658
51100000,-19.2735885918487
51200000,-19.2889263147676
51300000,-19.2976496090853
51400000,-19.309312649448
51500000,-19.3239154358555
51600000,-19.3238194920385
51700000,-19.3296030403113
51800000,-19.3471455727639
51900000,-19.3470496289468
52000000,-19.366796970933
52100000,-19.3644962175823
52200000,-19.3673400198102
52300000,-19.3819428062178
52400000,-19.3936058465805
52500000,-19.3964496488084
52600000,-19.4184018003283
52700000,-19.398462570708
52800000,-19.446137500121
52900000,-19.443101810259
53000000,-19.4577045966666
53100000,-19.4546689068047
53200000,-19.4545729629877
53300000,-19.471380558929
53400000,-19.477899043713
53500000,-19.4866223380307
53600000,-19.4953456323485
53700000,-19.5040689266662
53800000,-19.5186717130738
53900000,-19.5185757692568
54000000,-19.5148051428836
54100000,-19.547781342072
54200000,-19.547685398255
54300000,-19.5593484386176
54400000,-19.5585175582894
54500000,-19.5679757891183
54600000,-19.5737593373912
54700000,-19.5913018698437
54800000,-19.5963504816053
54900000,-19.6058087124343
55000000,-19.6233512448868
55100000,-19.6232553010697
55200000,-19.6349183414324
55300000,-19.6436416357501
55400000,-19.6670636602925
55500000,-19.6610882243856
55600000,-19.6639320266135
55700000,-19.684414305111
55800000,-19.7012219010523
55900000,-19.6959814016566
56000000,-19.719403426199
56100000,-19.7251869744718
56200000,-19.7339102687895
56300000,-19.7271998963714
56400000,-19.7660555876496
56500000,-19.7718391359224
56600000,-19.7776226841953
56700000,-19.7922254706029
56800000,-19.805358383988
56900000,-19.7890938369239
57000000,-19.8036966233315
57100000,-19.8329981399637
57200000,-19.8446611803263
57300000,-19.8592639667339
57400000,-19.8532885308271
57500000,-19.8590720790999
57600000,-19.8736748655075
57700000,-19.8765186677354
57800000,-19.8940612001879
57900000,-19.8939652563709
58000000,-19.9247366460255
58100000,-19.91361665454
58200000,-19.9289543774589
58300000,-19.9553161480461
58400000,-19.9721237439874
58500000,-19.9698229906367
58600000,-19.9844257770443
58700000,-19.9872695792722
58800000,-20.031269826129
58900000,-20.0186799616211
59000000,-20.0068250336244
59100000,-20.0339217407229
59200000,-20.0426450350406
59300000,-20.066067059583
59400000,-20.0689108618109
59500000,-20.0835136482185
59600000,-20.0892971964913
59700000,-20.0943458082529
59800000,-20.1126232772166
59900000,-20.136045301759
60000000,-20.1322746753858
60100000,-20.1476123983046
60200000,-20.1651549307571
60300000,-20.1650589869401
60400000,-20.1855412654375
60500000,-20.1883850676654
60600000,-20.2051926636067
60700000,-20.2264098786154
60800000,-20.2351331729331
60900000,-20.2401817846947
61000000,-20.2613989997034
61100000,-20.2693873575099
61200000,-20.2788455883389
61300000,-20.272870152432
61400000,-20.3102559706877
61500000,-20.3064853443145
61600000,-20.298305098874
61700000,-20.3224620599276
61800000,-20.3488238305149
61900000,-20.3604868708775
62000000,-20.368475228684
62100000,-20.3749937134681
62200000,-20.3976808014992
62300000,-20.4159582704629
62400000,-20.4217418187358
62500000,-20.4275253670086
62600000,-20.4333089152814
62700000,-20.4655501779585
62800000,-20.4617795515854
62900000,-20.4903461317063
63000000,-20.4711418385973
63100000,-20.4967686726734
63200000,-20.517985887682
63300000,-20.5384681661795
63400000,-20.5574805716544
63500000,-20.5500352627251
